"Ext_id";"Address";"global_id";"AdmArea";"District";"Event_type";"Name";"Requester";"TS_from";"TS_to";"Lanes_closed";"Descr";"Geometry_type";"Geometry_point";"Geometry_line";"geoData";"geodata_center";
"Идентификатор";"Местоположение";"global_id";"Административный округ";"Район";"Тип события";"Наименование события";"Инициатор";"Дата и время начала перекрытия";"Дата и время окончания перекрытия";"Количество перекрытых полос";"Дополнительная информация";"Тип геометрии";"Координаты для точечных объектов";"Координаты для линейных объектов";"geoData";"geodata_center";
"22722";"съезд с Хорошевского ш. на ул. Беговая (ООТ «метро Беговая» - ул. Брянский Пост, д.6, стр.1А)";"2667332309";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы Департамента строительства";"";"08.05.2024";"27.12.2024";"1";"";"line";"";"37.55156667067726,55.77356576041435;37.54953011870384,55.77341855053177;37.5501523911953,55.773453249561385;37.550362944602966,55.77346456445565;37.54915099479878,55.773398558832795;37.55130708217621,55.773536979701305;37.551041543483734,55.77351434995148;37.55058690905571,55.77347965097627";"{coordinates=[[[37.551566671, 55.77356576], [37.549530119, 55.773418551], [37.550152391, 55.77345325], [37.550362945, 55.773464564], [37.549150995, 55.773398559], [37.551307082, 55.77353698], [37.551041543, 55.77351435], [37.550586909, 55.773479651]]], type=MultiLineString}";"";
"21896";"Варшавское ш. (в сторону области), д.190, к.2 - д.196Б";"2671307692";"Юго-Западный административный округ";"район Южное Бутово";"Ремонтные работы";"Работы Департамента строительства";"";"19.03.2024";"31.12.2024";"1";"";"line";"";"37.58651559494776,55.5497143564345;37.586326003074646,55.549084081588575";"{coordinates=[[[37.586515595, 55.549714356], [37.586326003, 55.549084082]]], type=MultiLineString}";"";
"22209";"ул. Большая Бронная (ул. Большая Бронная, д.19 - Тверской б-р, д.27, стр.1)";"2671750580";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы ДЖКХ";"";"29.05.2024";"30.06.2024";"1";"";"line";"";"37.60153422162513,55.76159194922421;37.60172112839096,55.761785308889074";"{coordinates=[[[37.601534222, 55.761591949], [37.601721128, 55.761785309]]], type=MultiLineString}";"";
"21412";"Местный пр-д (Светлый пр-д, д.2)";"2671750589";"Северный административный округ";"район Сокол";"Ремонтные работы";"Работы ДЖКХ";"";"13.05.2024";"30.06.2024";"1";"";"line";"";"37.49003201723099,55.811893609891825;37.48994516120252,55.81201429166179";"{coordinates=[[[37.490032017, 55.81189361], [37.489945161, 55.812014292]]], type=MultiLineString}";"";
"21314";"ул. Севанская (Кавказский б-р, д.51, стр.15 - д.51, стр.15А)";"2671750590";"Южный административный округ";"район Царицыно";"Ремонтные работы";"Работы ДЖКХ";"";"13.05.2024";"30.06.2024";"1";"";"line";"";"37.63832464814186,55.62493547888084;37.63842657208443,55.62493169288996;37.63945615426929,55.62486309457908";"{coordinates=[[[37.638324648, 55.624935479], [37.638426572, 55.624931693], [37.639456154, 55.624863095]]], type=MultiLineString}";"";
"22783";"ул. Большая Никитская (Леонтьевский пер., д.2/26, стр.1)";"2671781682";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы коммерческих организаций";"";"15.05.2024";"21.11.2024";"1";"";"line";"";"37.600915775719734,55.7572093055638;37.600219175219536,55.757320527857644";"{coordinates=[[[37.600915776, 55.757209306], [37.600219175, 55.757320528]]], type=MultiLineString}";"";
"22220";"1-й Дербеневский пер. (ул. Дербеневская, д.3 - Дербеневская наб., д.7, стр.24)";"2671781690";"Южный административный округ";"Даниловский район";"Ремонтные работы";"Работы ДЖКХ";"";"15.05.2024";"30.06.2024";"1";"";"line";"";"37.65111449861165,55.725908500050195;37.651172429323196,55.725887359810685";"{coordinates=[[[37.651114499, 55.7259085], [37.651172429, 55.72588736]]], type=MultiLineString}";"";
"20877";"ул. Псковская, д.2, к.1";"2671781703";"Северо-Восточный административный округ";"район Лианозово";"Ремонтные работы";"Работы Департамента строительства";"";"15.05.2024";"30.06.2024";"1";"";"line";"";"37.557010129094124,55.89804106777939;37.55680024623871,55.89847943084442;37.55672435995913,55.89859513625236";"{coordinates=[[[37.557010129, 55.898041068], [37.556800246, 55.898479431], [37.55672436, 55.898595136]]], type=MultiLineString}";"";
"17854";"Местный пр-д (Мичуринский пр-кт, д.45 - ул. Удальцова, д.89)";"2671781709";"Западный административный округ";"район Раменки";"Ремонтные работы";"Работы коммерческих организаций";"";"28.04.2023";"28.12.2024";"1";"";"line";"";"37.485368528872236,55.687697078132686;37.48474471271038,55.68785502109927";"{coordinates=[[[37.485368529, 55.687697078], [37.484744713, 55.687855021]]], type=MultiLineString}";"";
"23008";"Зелёный пр-кт, д.76";"2671831986";"Восточный административный округ";"район Новогиреево";"Ремонтные работы";"Работы ДЖКХ";"";"11.11.2023";"30.11.2024";"1";"";"line";"";"37.830577343702316,55.749576790019546;37.83007778227329,55.749660571443485;37.8299684140223,55.74967603937448;37.830661826944805,55.74954867762768;37.830283641815186,55.74963000256642";"{coordinates=[[[37.830577344, 55.74957679], [37.830077782, 55.749660571], [37.829968414, 55.749676039], [37.830661827, 55.749548678], [37.830283642, 55.749630003]]], type=MultiLineString}";"";
"23007";"ул. Изумрудная, влд.28, к.1";"2671831987";"Северо-Восточный административный округ";"Лосиноостровский район";"Ремонтные работы";"Работы ДЖКХ";"";"10.02.2024";"30.11.2024";"1";"";"line";"";"37.686035111546516,55.87345134840544;37.68610182939546,55.87349494335834";"{coordinates=[[[37.686035112, 55.873451348], [37.686101829, 55.873494943]]], type=MultiLineString}";"";
"21907";"Съезд с внутренней стороны МКАД на Калужское ш. в сторону области";"2672127010";"Юго-Западный административный округ";"район Ясенево";"Ремонтные работы";"Работы ДЖКХ";"";"28.03.2024";"30.06.2024";"1";"";"line";"";"37.496351301670074,55.60789936283521;37.49676704406738,55.60754029328646;37.496225237846375,55.60799481114955;37.500459484350465,55.604157619260704;37.497821152210236,55.60664033237762;37.498835027217865,55.60571307832731;37.499591410160065,55.60501610823789;37.50014662742615,55.60448125105327";"{coordinates=[[[37.496351302, 55.607899363], [37.496767044, 55.607540293], [37.496225238, 55.607994811], [37.500459484, 55.604157619], [37.497821152, 55.606640332], [37.498835027, 55.605713078], [37.49959141, 55.605016108], [37.500146627, 55.604481251]]], type=MultiLineString}";"";
"18637";"местный проезд (ул. Стартовая, д.23, к.1 - д.10)";"2672137472";"Северо-Восточный административный округ";"Лосиноостровский район";"Ремонтные работы";"Работы ДЖКХ";"";"20.05.2024";"27.12.2024";"2";"";"line";"";"37.694777101278305,55.887318052292926;37.694777101278305,55.8872977303913";"{coordinates=[[[37.694777101, 55.887318052], [37.694777101, 55.88729773]]], type=MultiLineString}";"";
"23133";"1-й Красногвардейский пр-д, д.9";"2679440963";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы Департамента строительства";"";"27.05.2024";"30.06.2024";"2";"";"line";"";"37.541396990418434,55.75235770880596;37.54119850695133,55.752304122611974;37.540967432052874,55.752239101343285";"{coordinates=[[[37.54139699, 55.752357709], [37.541198507, 55.752304123], [37.540967432, 55.752239101]]], type=MultiLineString}";"";
"22834";"Юго-Восточная хорда (МСД) в сторону области (ул. Подольских Курсантов, д.13, стр.3 - ул. Дорожная, д.3, к.14)";"2681740850";"Южный административный округ";"район Чертаново Центральное";"Ремонтные работы";"Работы ДЖКХ";"";"29.05.2024";"13.12.2024";"1";"";"line";"";"37.635283399752204,55.60700708439562;37.6371243596077,55.608917466212034;37.636657655239105,55.608456898910504;37.63909788599058,55.610899957159965";"{coordinates=[[[37.6352834, 55.607007084], [37.63712436, 55.608917466], [37.636657655, 55.608456899], [37.639097886, 55.610899957]]], type=MultiLineString}";"";
